ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Transport_Score,Amenities_Count,Accessibility_Score,Size_Category
194345,Assam,Guwahati,Locality_65,Apartment,1,2209,475.66,21532.820280669985,2003,Semi-furnished,16,7,22,10,5,Low,No,No,"Gym, Clubhouse, Pool, Garden, Playground",South,Builder,Ready_to_Move,1,5,16,Large
162791,Haryana,Gurgaon,Locality_248,Independent House,5,3035,47.71,1571.993410214168,2001,Semi-furnished,16,6,24,1,6,Medium,Yes,Yes,"Gym, Playground, Clubhouse, Garden, Pool",South,Builder,Ready_to_Move,2,5,9,Large
70667,Odisha,Cuttack,Locality_416,Independent House,4,791,245.05,30979.77243994944,2011,Unfurnished,19,28,14,10,1,Low,Yes,No,"Garden, Clubhouse",East,Broker,Ready_to_Move,1,2,12,Small
145069,Odisha,Bhubaneswar,Locality_323,Apartment,4,1727,396.75,22973.36421540243,1992,Unfurnished,20,29,33,10,7,High,Yes,Yes,"Pool, Clubhouse, Garden",North,Builder,Ready_to_Move,3,3,20,Large
208336,Delhi,Dwarka,Locality_182,Villa,4,733,63.98,8728.512960436563,1995,Semi-furnished,13,25,30,5,2,High,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Broker,Ready_to_Move,3,4,10,Small
31649,Andhra Pradesh,Vijayawada,Locality_290,Villa,4,2011,26.84,1334.6593734460466,2018,Unfurnished,25,17,7,5,7,Low,Yes,No,"Clubhouse, Garden, Playground, Gym, Pool",East,Broker,Ready_to_Move,1,5,13,Large
206450,Andhra Pradesh,Vijayawada,Locality_213,Villa,5,3464,415.18,11985.565819861433,1995,Unfurnished,15,2,30,9,10,Medium,Yes,Yes,"Playground, Pool, Garden, Gym",West,Builder,Under_Construction,2,4,21,Large
16422,Jharkhand,Ranchi,Locality_174,Independent House,1,513,421.52,82167.64132553607,1997,Semi-furnished,8,12,28,10,10,Medium,Yes,No,Playground,South,Broker,Under_Construction,2,1,22,Small
184897,Madhya Pradesh,Bhopal,Locality_84,Independent House,2,4612,310.73,6737.424111014744,2005,Semi-furnished,21,2,20,4,10,Low,No,Yes,"Gym, Pool, Playground, Clubhouse, Garden",West,Builder,Under_Construction,1,5,15,Large
146982,Maharashtra,Mumbai,Locality_28,Apartment,5,3583,407.02,11359.754395757744,2010,Semi-furnished,22,9,15,6,5,Low,Yes,No,"Gym, Clubhouse, Garden, Playground, Pool",North,Builder,Under_Construction,1,5,12,Large
157160,Maharashtra,Pune,Locality_371,Apartment,2,3896,401.6,10308.00821355236,1990,Furnished,29,18,35,6,9,Medium,No,Yes,"Playground, Pool, Clubhouse, Garden",West,Owner,Ready_to_Move,2,4,17,Large
15609,Madhya Pradesh,Indore,Locality_398,Independent House,3,3120,142.62,4571.153846153846,1992,Unfurnished,27,24,33,1,9,High,No,No,"Gym, Pool",South,Builder,Under_Construction,3,2,13,Large
123172,West Bengal,Kolkata,Locality_143,Villa,5,2839,387.64,13654.1035575907,2018,Semi-furnished,12,3,7,6,8,High,Yes,Yes,"Clubhouse, Pool, Gym, Playground",South,Broker,Under_Construction,3,4,17,Large
7963,Odisha,Cuttack,Locality_93,Villa,4,2672,389.17,14564.745508982036,2001,Unfurnished,9,14,24,6,6,Medium,Yes,No,"Playground, Pool, Gym, Garden, Clubhouse",West,Broker,Ready_to_Move,2,5,14,Large
227930,Assam,Guwahati,Locality_438,Independent House,1,2127,117.57,5527.503526093089,1991,Semi-furnished,9,3,34,5,7,Medium,Yes,Yes,"Pool, Gym, Playground",South,Builder,Ready_to_Move,2,3,14,Large
234558,Uttar Pradesh,Lucknow,Locality_172,Villa,1,2764,448.97,16243.487698986975,2007,Unfurnished,24,7,18,3,3,High,Yes,No,"Gym, Playground",North,Broker,Under_Construction,3,2,9,Large
152370,Gujarat,Ahmedabad,Locality_372,Apartment,1,2593,207.96,8020.053991515619,2012,Furnished,17,25,13,2,9,Low,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",North,Broker,Ready_to_Move,1,5,12,Large
229473,Karnataka,Mangalore,Locality_93,Apartment,3,1798,168.59,9376.529477196886,2021,Unfurnished,20,30,4,10,8,Medium,Yes,Yes,"Playground, Gym, Pool",West,Broker,Under_Construction,2,3,20,Large
199343,Kerala,Kochi,Locality_416,Independent House,5,3822,487.65,12759.026687598116,2003,Semi-furnished,2,14,22,9,7,Low,No,No,"Gym, Pool, Garden",West,Owner,Under_Construction,1,3,17,Large
39647,Haryana,Faridabad,Locality_59,Villa,4,2162,362.65,16773.82053654024,2000,Furnished,6,23,25,5,1,Low,No,No,"Playground, Clubhouse, Pool, Gym",East,Broker,Ready_to_Move,1,4,7,Large
43813,Gujarat,Ahmedabad,Locality_188,Apartment,2,3228,317.86,9846.964064436184,2006,Semi-furnished,17,12,19,10,10,Medium,Yes,No,Pool,East,Owner,Ready_to_Move,2,1,22,Large
147540,Rajasthan,Jodhpur,Locality_466,Apartment,5,2823,303.98,10767.977329082536,2014,Unfurnished,1,22,11,1,7,Low,Yes,No,Pool,East,Owner,Ready_to_Move,1,1,9,Large
98718,Jharkhand,Ranchi,Locality_346,Independent House,2,3679,284.88,7743.408534927969,1992,Furnished,15,24,33,3,2,High,Yes,No,"Gym, Playground, Garden",North,Owner,Under_Construction,3,3,8,Large
116899,Maharashtra,Mumbai,Locality_19,Independent House,4,1329,208.98,15724.604966139956,2023,Furnished,7,20,2,7,9,Medium,Yes,Yes,"Playground, Gym",North,Broker,Ready_to_Move,2,2,18,Medium
84766,Maharashtra,Nagpur,Locality_153,Villa,4,4351,112.9,2594.8057917720066,2010,Furnished,24,6,15,3,1,Medium,No,No,Gym,West,Broker,Under_Construction,2,1,6,Large
43045,Haryana,Gurgaon,Locality_152,Independent House,4,4769,79.99,1677.2908366533864,1992,Unfurnished,12,4,33,10,10,Medium,No,No,Playground,North,Owner,Ready_to_Move,2,1,22,Large
245362,West Bengal,Durgapur,Locality_498,Apartment,5,4158,341.79,8220.05772005772,1990,Unfurnished,6,12,35,1,4,Medium,No,Yes,"Pool, Clubhouse",West,Owner,Under_Construction,2,2,7,Large
189456,Telangana,Warangal,Locality_362,Villa,1,3975,110.03,2768.050314465409,2001,Unfurnished,17,1,24,9,10,High,Yes,No,"Garden, Pool, Gym, Playground",West,Broker,Under_Construction,3,4,22,Large
191468,Haryana,Gurgaon,Locality_490,Independent House,4,3928,11.94,303.9714867617108,1990,Unfurnished,7,3,35,5,1,Low,No,Yes,"Clubhouse, Garden",South,Builder,Ready_to_Move,1,2,7,Large
238328,Jharkhand,Ranchi,Locality_343,Apartment,2,2065,12.5,605.3268765133172,2020,Furnished,23,13,5,3,8,Medium,No,Yes,"Playground, Clubhouse, Garden, Gym",North,Owner,Under_Construction,2,4,13,Large
160329,Assam,Silchar,Locality_242,Apartment,2,4918,245.18,4985.359902399349,2017,Unfurnished,12,24,8,7,6,Medium,Yes,No,Garden,East,Builder,Under_Construction,2,1,15,Large
214228,Haryana,Gurgaon,Locality_250,Apartment,3,4183,482.76,11540.99928281138,1997,Unfurnished,19,3,28,8,9,High,No,No,"Gym, Playground, Pool",West,Builder,Under_Construction,3,3,20,Large
81693,Odisha,Bhubaneswar,Locality_459,Apartment,2,2749,170.84,6214.623499454347,2010,Semi-furnished,25,21,15,7,2,High,Yes,No,"Gym, Playground",West,Broker,Under_Construction,3,2,12,Large
144199,Jharkhand,Jamshedpur,Locality_474,Villa,4,3884,34.62,891.3491246138001,1998,Furnished,23,20,27,8,2,High,Yes,No,"Playground, Garden, Pool, Gym",East,Builder,Ready_to_Move,3,4,13,Large
237688,Odisha,Bhubaneswar,Locality_486,Independent House,2,1366,112.57,8240.849194729137,2017,Semi-furnished,17,18,8,5,8,High,No,Yes,"Pool, Gym, Playground, Clubhouse, Garden",North,Builder,Ready_to_Move,3,5,16,Medium
243827,Haryana,Gurgaon,Locality_88,Apartment,3,1091,69.75,6393.217231897342,2011,Furnished,14,7,14,8,7,High,Yes,Yes,"Clubhouse, Gym, Pool, Playground",East,Broker,Under_Construction,3,4,18,Medium
12825,Uttarakhand,Dehradun,Locality_379,Independent House,2,1642,473.94,28863.58099878197,2017,Unfurnished,6,10,8,9,3,Low,No,Yes,"Playground, Garden, Clubhouse, Pool, Gym",East,Owner,Ready_to_Move,1,5,13,Large
161017,Odisha,Cuttack,Locality_421,Independent House,3,3755,253.78,6758.455392809588,2017,Semi-furnished,18,22,8,1,4,Low,Yes,Yes,Clubhouse,West,Builder,Under_Construction,1,1,6,Large
157152,Karnataka,Bangalore,Locality_400,Apartment,2,2704,80.11,2962.647928994083,2015,Semi-furnished,8,26,10,1,8,Medium,No,No,Clubhouse,South,Builder,Under_Construction,2,1,11,Large
148857,Andhra Pradesh,Vishakhapatnam,Locality_271,Apartment,1,4029,270.74,6719.781583519483,2008,Furnished,1,16,17,9,8,Low,Yes,Yes,"Clubhouse, Gym",West,Builder,Ready_to_Move,1,2,18,Large
47089,West Bengal,Kolkata,Locality_18,Apartment,4,4470,249.62,5584.340044742729,1992,Semi-furnished,11,7,33,8,4,Low,Yes,Yes,"Playground, Gym",North,Owner,Under_Construction,1,2,13,Large
91936,Gujarat,Ahmedabad,Locality_75,Villa,2,1599,31.32,1958.7242026266413,2005,Furnished,24,27,20,3,1,High,Yes,No,Pool,East,Broker,Under_Construction,3,1,7,Large
96209,Uttarakhand,Dehradun,Locality_417,Villa,5,3076,62.23,2023.0819245773728,1991,Furnished,23,5,34,3,6,High,No,Yes,"Playground, Gym, Clubhouse, Pool",West,Broker,Under_Construction,3,4,12,Large
97374,Andhra Pradesh,Vishakhapatnam,Locality_372,Villa,5,1693,186.71,11028.352037802715,2013,Unfurnished,8,22,12,10,1,Low,Yes,No,"Clubhouse, Playground",East,Owner,Under_Construction,1,2,12,Large
99672,Maharashtra,Pune,Locality_488,Apartment,5,3165,445.36,14071.406003159558,1993,Semi-furnished,7,13,32,5,10,High,Yes,No,"Clubhouse, Gym, Garden, Pool, Playground",South,Builder,Ready_to_Move,3,5,18,Large
238728,Maharashtra,Pune,Locality_28,Apartment,1,3061,335.81,10970.597843841882,2017,Furnished,29,18,8,7,10,High,Yes,No,Gym,West,Broker,Under_Construction,3,1,20,Large
13070,Maharashtra,Mumbai,Locality_377,Independent House,4,4061,390.61,9618.56685545432,2019,Unfurnished,23,23,6,4,5,Medium,No,No,Gym,East,Broker,Under_Construction,2,1,11,Large
194779,Kerala,Kochi,Locality_372,Independent House,3,646,205.28,31777.08978328173,2009,Furnished,6,15,16,10,10,Medium,No,No,"Playground, Garden",North,Builder,Under_Construction,2,2,22,Small
2990,Jharkhand,Ranchi,Locality_239,Independent House,5,4890,483.89,9895.501022494887,1990,Unfurnished,9,20,35,4,9,High,No,Yes,"Gym, Garden",North,Owner,Under_Construction,3,2,16,Large
158210,Assam,Silchar,Locality_206,Apartment,3,4730,170.66,3608.033826638478,2023,Semi-furnished,12,27,2,10,6,Medium,No,Yes,"Clubhouse, Pool, Gym",North,Owner,Under_Construction,2,3,18,Large
133970,Punjab,Ludhiana,Locality_215,Apartment,4,1227,192.71,15705.786471067644,2011,Unfurnished,10,16,14,3,4,High,Yes,Yes,"Clubhouse, Gym, Playground",South,Owner,Under_Construction,3,3,10,Medium
197766,Kerala,Trivandrum,Locality_66,Independent House,5,2470,137.85,5580.971659919029,1990,Unfurnished,11,28,35,8,7,High,Yes,No,"Pool, Gym",North,Broker,Under_Construction,3,2,18,Large
372,Gujarat,Ahmedabad,Locality_232,Apartment,2,1746,80.97,4637.45704467354,2010,Semi-furnished,0,23,15,7,3,Medium,No,Yes,"Pool, Playground, Gym, Clubhouse",West,Broker,Ready_to_Move,2,4,12,Large
1123,Kerala,Kochi,Locality_425,Independent House,4,1166,255.0,21869.63979416809,1991,Unfurnished,24,10,34,1,10,Low,No,No,Pool,North,Builder,Ready_to_Move,1,1,12,Medium
55578,Bihar,Patna,Locality_439,Apartment,3,4370,386.15,8836.384439359268,1995,Unfurnished,6,4,30,1,9,Medium,No,No,Clubhouse,East,Broker,Under_Construction,2,1,12,Large
171158,Maharashtra,Mumbai,Locality_130,Apartment,1,1276,475.58,37271.15987460815,2020,Furnished,28,25,5,3,2,Medium,Yes,Yes,"Gym, Clubhouse, Playground, Pool, Garden",North,Builder,Ready_to_Move,2,5,7,Medium
216876,Haryana,Gurgaon,Locality_312,Apartment,2,1389,429.78,30941.68466522678,2012,Unfurnished,7,13,13,2,3,Medium,Yes,Yes,"Playground, Clubhouse, Garden",East,Broker,Under_Construction,2,3,7,Medium
6932,Karnataka,Mysore,Locality_369,Villa,5,2819,278.83,9891.096133380632,2017,Unfurnished,11,17,8,10,5,High,No,No,"Pool, Playground, Garden, Clubhouse",North,Builder,Under_Construction,3,4,18,Large
161439,Kerala,Kochi,Locality_5,Apartment,5,2608,179.66,6888.803680981595,1993,Furnished,10,19,32,10,10,Low,Yes,Yes,"Playground, Garden",West,Broker,Ready_to_Move,1,2,21,Large
163019,Rajasthan,Jodhpur,Locality_355,Apartment,1,3092,293.88,9504.527813712808,2019,Furnished,11,26,6,8,6,Medium,No,No,"Clubhouse, Playground, Gym, Pool",South,Builder,Under_Construction,2,4,16,Large
156900,Madhya Pradesh,Bhopal,Locality_500,Independent House,2,2967,159.58,5378.496798112572,1992,Furnished,1,3,33,9,2,Low,Yes,Yes,"Pool, Clubhouse, Playground, Gym",East,Builder,Ready_to_Move,1,4,12,Large
48119,Telangana,Hyderabad,Locality_222,Villa,2,1371,299.94,21877.46170678337,2003,Unfurnished,22,18,22,5,9,High,Yes,Yes,"Clubhouse, Pool, Garden",East,Builder,Ready_to_Move,3,3,17,Medium
151402,Tamil Nadu,Chennai,Locality_438,Apartment,4,2048,457.42,22334.9609375,1992,Furnished,22,9,33,4,6,Low,No,No,Pool,West,Builder,Ready_to_Move,1,1,11,Large
44076,Madhya Pradesh,Bhopal,Locality_122,Villa,2,2777,236.99,8534.029528267914,2012,Unfurnished,12,4,13,3,7,Medium,Yes,Yes,Playground,North,Broker,Under_Construction,2,1,12,Large
157614,Assam,Guwahati,Locality_29,Independent House,2,1961,499.13,25452.830188679247,1996,Unfurnished,14,11,29,2,3,Low,Yes,No,"Playground, Garden",East,Owner,Under_Construction,1,2,6,Large
239305,Gujarat,Ahmedabad,Locality_311,Independent House,4,3244,107.71,3320.2836004932183,2001,Furnished,18,26,24,3,7,Low,Yes,Yes,"Gym, Garden",East,Broker,Ready_to_Move,1,2,11,Large
15445,Kerala,Kochi,Locality_365,Independent House,1,3057,16.05,525.0245338567223,2016,Unfurnished,0,4,9,6,6,Medium,Yes,No,Garden,North,Owner,Under_Construction,2,1,14,Large
76858,Bihar,Patna,Locality_42,Apartment,2,2261,105.16,4651.039363113667,2009,Semi-furnished,1,18,16,5,2,Low,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",West,Builder,Under_Construction,1,5,8,Large
182147,Uttar Pradesh,Lucknow,Locality_152,Apartment,1,2064,373.04,18073.64341085272,2017,Semi-furnished,27,23,8,10,4,High,No,Yes,"Clubhouse, Playground, Gym, Pool, Garden",West,Owner,Ready_to_Move,3,5,17,Large
103707,Chhattisgarh,Raipur,Locality_5,Villa,1,1421,240.64,16934.553131597466,2011,Furnished,23,23,14,5,7,Medium,No,No,"Clubhouse, Playground, Pool",South,Broker,Ready_to_Move,2,3,14,Medium
37888,Odisha,Cuttack,Locality_388,Villa,4,3783,431.7,11411.57811260904,2010,Furnished,12,8,15,4,8,Low,No,No,"Gym, Clubhouse, Garden, Pool",North,Builder,Ready_to_Move,1,4,13,Large
215500,Kerala,Trivandrum,Locality_463,Independent House,1,2556,275.93,10795.383411580597,2020,Unfurnished,21,15,5,2,8,High,No,Yes,"Pool, Garden, Gym",East,Broker,Under_Construction,3,3,13,Large
197426,Maharashtra,Pune,Locality_297,Independent House,2,2589,467.96,18074.93240633449,1999,Furnished,24,14,26,2,4,High,Yes,Yes,"Playground, Clubhouse, Gym, Garden, Pool",South,Owner,Under_Construction,3,5,9,Large
232197,Jharkhand,Jamshedpur,Locality_152,Apartment,2,1286,50.8,3950.2332814930014,2021,Furnished,11,28,4,1,6,Low,Yes,No,"Gym, Clubhouse, Playground, Garden",West,Owner,Ready_to_Move,1,4,8,Medium
104484,Jharkhand,Ranchi,Locality_487,Independent House,4,4218,162.79,3859.41204362257,2017,Semi-furnished,29,3,8,10,6,Medium,No,Yes,"Clubhouse, Garden, Playground",South,Owner,Under_Construction,2,3,18,Large
204104,West Bengal,Kolkata,Locality_165,Villa,4,2880,128.57,4464.236111111111,2018,Unfurnished,1,25,7,5,6,Medium,No,Yes,Clubhouse,East,Builder,Ready_to_Move,2,1,13,Large
159994,Chhattisgarh,Bilaspur,Locality_98,Apartment,3,3730,130.73,3504.8257372654152,2012,Furnished,26,22,13,3,1,Low,No,Yes,"Clubhouse, Pool, Gym, Garden",North,Builder,Ready_to_Move,1,4,5,Large
128253,Tamil Nadu,Coimbatore,Locality_126,Independent House,4,2452,326.69,13323.409461663949,2002,Unfurnished,16,17,23,5,10,Low,Yes,No,"Garden, Playground, Gym",East,Builder,Ready_to_Move,1,3,16,Large
118688,Punjab,Ludhiana,Locality_96,Apartment,1,3123,33.08,1059.2379122638488,2019,Unfurnished,24,14,6,3,3,Medium,No,No,"Pool, Clubhouse, Garden, Playground, Gym",East,Builder,Ready_to_Move,2,5,8,Large
228444,Rajasthan,Jaipur,Locality_373,Villa,3,1999,406.53,20336.668334167083,2007,Furnished,6,29,18,6,2,High,No,No,"Garden, Clubhouse, Playground",North,Owner,Under_Construction,3,3,11,Large
64298,Rajasthan,Jaipur,Locality_50,Independent House,5,2532,365.88,14450.236966824645,2022,Semi-furnished,5,27,3,1,2,High,No,No,"Gym, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move,3,4,6,Large
130969,Kerala,Kochi,Locality_335,Apartment,1,3602,422.1,11718.489727928927,1999,Semi-furnished,7,27,26,1,8,Medium,No,No,"Clubhouse, Gym",South,Owner,Ready_to_Move,2,2,11,Large
17087,Gujarat,Surat,Locality_424,Apartment,3,3289,273.5,8315.597446032229,1991,Unfurnished,4,26,34,2,5,Low,No,Yes,"Clubhouse, Garden, Gym",North,Broker,Ready_to_Move,1,3,8,Large
115976,Gujarat,Surat,Locality_229,Apartment,3,1828,315.54,17261.48796498906,2013,Furnished,27,20,12,4,10,High,No,No,"Playground, Clubhouse",South,Owner,Ready_to_Move,3,2,17,Large
65449,Andhra Pradesh,Vishakhapatnam,Locality_144,Independent House,5,1497,453.21,30274.549098196392,2004,Unfurnished,17,1,21,9,8,Medium,No,Yes,"Clubhouse, Pool",East,Builder,Under_Construction,2,2,19,Medium
205872,Jharkhand,Ranchi,Locality_314,Independent House,1,1676,246.37,14699.880668257756,2016,Semi-furnished,22,30,9,1,10,Medium,Yes,Yes,"Pool, Gym",South,Broker,Under_Construction,2,2,13,Large
112704,Karnataka,Mysore,Locality_137,Apartment,5,1196,121.28,10140.46822742475,1994,Semi-furnished,19,4,31,1,4,Low,No,No,Clubhouse,East,Broker,Under_Construction,1,1,6,Medium
65749,Karnataka,Mangalore,Locality_298,Villa,4,1922,138.64,7213.319458896981,2014,Furnished,13,20,11,3,9,Low,Yes,Yes,"Garden, Pool, Clubhouse, Playground",West,Builder,Ready_to_Move,1,4,13,Large
71798,Maharashtra,Mumbai,Locality_85,Apartment,5,630,23.57,3741.2698412698414,2008,Furnished,24,2,17,7,5,High,Yes,Yes,"Clubhouse, Gym, Garden, Pool",South,Broker,Under_Construction,3,4,15,Small
240474,Haryana,Gurgaon,Locality_426,Villa,3,3355,38.84,1157.6751117734725,2016,Furnished,28,11,9,2,7,Low,No,No,"Garden, Gym, Pool",South,Builder,Ready_to_Move,1,3,10,Large
91251,Madhya Pradesh,Bhopal,Locality_153,Villa,2,1947,398.28,20456.08628659476,1995,Semi-furnished,26,27,30,3,3,Medium,Yes,No,"Gym, Clubhouse, Pool, Garden, Playground",West,Broker,Under_Construction,2,5,8,Large
158079,Chhattisgarh,Raipur,Locality_105,Apartment,2,1671,391.02,23400.35906642729,2016,Furnished,4,8,9,6,7,Medium,Yes,Yes,"Gym, Garden",East,Owner,Ready_to_Move,2,2,15,Large
138393,Punjab,Amritsar,Locality_69,Villa,3,1112,172.42,15505.395683453238,1995,Semi-furnished,0,17,30,4,5,High,Yes,No,"Gym, Pool, Clubhouse, Playground, Garden",West,Broker,Ready_to_Move,3,5,12,Medium
222618,Karnataka,Mysore,Locality_192,Independent House,4,4795,61.38,1280.0834202294056,2005,Furnished,12,22,20,3,8,High,No,Yes,Garden,South,Builder,Under_Construction,3,1,14,Large
52198,Kerala,Kochi,Locality_158,Villa,2,1847,81.81,4429.344883595019,2008,Unfurnished,1,7,17,9,8,High,Yes,No,"Clubhouse, Gym, Garden, Pool",West,Owner,Ready_to_Move,3,4,20,Large
227064,Telangana,Hyderabad,Locality_143,Villa,5,3835,277.15,7226.857887874836,2013,Unfurnished,27,26,12,1,4,High,Yes,Yes,Playground,South,Broker,Under_Construction,3,1,8,Large
30832,Gujarat,Ahmedabad,Locality_126,Apartment,5,4668,369.59,7917.523564695801,2008,Semi-furnished,14,8,17,4,6,Low,No,Yes,"Playground, Pool, Garden, Clubhouse, Gym",West,Broker,Ready_to_Move,1,5,11,Large
183896,Gujarat,Surat,Locality_391,Independent House,4,3748,39.59,1056.2966915688369,1997,Semi-furnished,21,8,28,1,7,Medium,Yes,No,"Gym, Playground",South,Broker,Ready_to_Move,2,2,10,Large
92834,Bihar,Gaya,Locality_453,Villa,5,3020,221.0,7317.880794701987,2012,Unfurnished,5,1,13,4,10,Medium,No,Yes,"Garden, Gym",West,Owner,Ready_to_Move,2,2,16,Large
152088,Punjab,Amritsar,Locality_320,Independent House,4,4416,183.37,4152.400362318841,2011,Furnished,7,11,14,3,5,Low,No,No,"Playground, Garden, Gym",West,Owner,Under_Construction,1,3,9,Large
7924,Kerala,Kochi,Locality_380,Villa,4,1761,395.5,22458.83021010789,2013,Furnished,1,18,12,1,5,Medium,No,No,"Gym, Garden",West,Broker,Under_Construction,2,2,8,Large
1995,Haryana,Faridabad,Locality_472,Apartment,4,4272,45.59,1067.181647940075,1996,Unfurnished,25,17,29,9,3,Medium,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",West,Builder,Under_Construction,2,5,14,Large
167806,Punjab,Amritsar,Locality_295,Independent House,3,2269,439.42,19366.24063464081,2015,Furnished,17,27,10,4,8,Medium,Yes,Yes,"Gym, Clubhouse, Garden",North,Builder,Ready_to_Move,2,3,14,Large
116404,Maharashtra,Nagpur,Locality_146,Apartment,5,3121,276.33,8853.892983018264,2019,Furnished,16,20,6,9,7,Medium,No,Yes,"Pool, Gym, Playground, Garden, Clubhouse",North,Broker,Under_Construction,2,5,18,Large
161332,Karnataka,Mangalore,Locality_182,Apartment,2,2155,375.57,17427.84222737819,2013,Furnished,3,26,12,4,10,Medium,Yes,Yes,"Playground, Gym, Garden",North,Owner,Ready_to_Move,2,3,16,Large
226271,Punjab,Amritsar,Locality_479,Independent House,3,709,458.96,64733.42736248237,1991,Unfurnished,15,17,34,5,3,Low,No,Yes,Garden,North,Broker,Ready_to_Move,1,1,9,Small
143560,Odisha,Bhubaneswar,Locality_319,Independent House,4,3632,278.38,7664.647577092511,2011,Furnished,10,24,14,3,6,High,Yes,Yes,"Pool, Playground, Gym, Clubhouse, Garden",North,Broker,Ready_to_Move,3,5,12,Large
8710,Assam,Guwahati,Locality_86,Independent House,1,3395,385.38,11351.39911634757,2017,Furnished,17,21,8,7,2,Low,No,No,"Gym, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move,1,4,10,Large
196468,West Bengal,Durgapur,Locality_434,Villa,3,1282,176.55,13771.45085803432,2022,Furnished,28,30,3,7,7,Medium,Yes,No,"Clubhouse, Playground, Pool, Gym, Garden",West,Broker,Ready_to_Move,2,5,16,Medium
100003,Uttar Pradesh,Lucknow,Locality_77,Villa,3,1633,411.3,25186.77281077771,1993,Unfurnished,9,12,32,7,2,Medium,No,Yes,"Garden, Clubhouse, Pool",North,Owner,Under_Construction,2,3,11,Large
144225,Bihar,Patna,Locality_491,Independent House,4,3514,144.93,4124.359704040979,2017,Furnished,2,12,8,4,4,Medium,No,No,"Pool, Garden, Clubhouse",North,Owner,Ready_to_Move,2,3,10,Large
248268,Uttar Pradesh,Noida,Locality_469,Independent House,3,963,55.63,5776.739356178608,2015,Unfurnished,24,20,10,1,7,High,No,No,"Pool, Playground, Clubhouse, Gym",East,Owner,Ready_to_Move,3,4,11,Medium
132695,Uttar Pradesh,Lucknow,Locality_243,Villa,3,4405,45.45,1031.7820658342791,2017,Semi-furnished,27,28,8,2,5,Medium,Yes,No,"Playground, Pool, Garden",West,Builder,Ready_to_Move,2,3,9,Large
179227,West Bengal,Kolkata,Locality_162,Villa,1,1054,179.87,17065.464895635672,2013,Semi-furnished,17,10,12,9,6,Low,Yes,No,Clubhouse,East,Owner,Ready_to_Move,1,1,16,Medium
126530,Rajasthan,Jodhpur,Locality_391,Villa,3,1843,138.29,7503.526858383071,2000,Unfurnished,19,3,25,8,7,Low,Yes,No,Clubhouse,South,Broker,Under_Construction,1,1,16,Large
95411,Tamil Nadu,Chennai,Locality_400,Independent House,3,1060,405.98,38300.0,2007,Furnished,25,6,18,2,2,Medium,Yes,No,"Garden, Pool, Gym, Clubhouse, Playground",South,Builder,Ready_to_Move,2,5,6,Medium
42801,Rajasthan,Jodhpur,Locality_48,Independent House,5,2992,41.88,1399.732620320856,2012,Furnished,23,10,13,9,1,Low,No,Yes,"Gym, Pool, Playground",South,Broker,Ready_to_Move,1,3,11,Large
144495,Bihar,Patna,Locality_331,Apartment,1,2322,146.36,6303.186907838071,2020,Unfurnished,23,13,5,9,5,Low,No,No,"Pool, Gym, Playground, Clubhouse, Garden",West,Broker,Ready_to_Move,1,5,15,Large
181213,Uttar Pradesh,Lucknow,Locality_148,Apartment,4,1377,179.14,13009.440813362382,2010,Furnished,21,11,15,10,10,High,Yes,No,"Playground, Pool, Garden, Clubhouse",East,Owner,Under_Construction,3,4,23,Medium
170156,Odisha,Bhubaneswar,Locality_336,Villa,2,1649,277.13,16805.942995755002,2009,Semi-furnished,0,16,16,3,9,Medium,No,No,Clubhouse,North,Builder,Under_Construction,2,1,14,Large
138850,Uttarakhand,Haridwar,Locality_95,Independent House,1,3597,429.18,11931.60967472894,2002,Unfurnished,26,6,23,9,9,High,Yes,No,"Gym, Clubhouse, Playground, Pool",West,Builder,Ready_to_Move,3,4,21,Large
15803,Rajasthan,Jaipur,Locality_40,Independent House,1,4648,388.44,8357.142857142857,2003,Unfurnished,12,20,22,1,1,High,No,No,"Gym, Garden, Pool",East,Builder,Ready_to_Move,3,3,5,Large
113886,Jharkhand,Jamshedpur,Locality_25,Villa,5,2375,254.27,10706.105263157897,1998,Unfurnished,4,11,27,5,3,Medium,Yes,No,"Pool, Gym, Playground, Garden, Clubhouse",South,Owner,Under_Construction,2,5,10,Large
198245,Bihar,Gaya,Locality_463,Independent House,4,4962,331.32,6677.14631197098,1990,Unfurnished,14,24,35,6,10,Low,Yes,Yes,"Clubhouse, Pool, Garden",East,Owner,Under_Construction,1,3,17,Large
57434,Haryana,Gurgaon,Locality_139,Villa,4,1528,404.66,26482.98429319372,1997,Furnished,11,6,28,7,5,Low,Yes,No,Gym,South,Broker,Under_Construction,1,1,13,Large
